20140102,58671200,8
20140103,98116900,2
20140106,103152700,3
20140107,79302300,5
20140108,64632400,9
20140109,69787200,4
20140110,76244000,1
20140113,94623200,3
20140114,83140400,3
20140115,97909700,8
20140116,57319500,3
20140117,106684900,4
20140121,82131700,0
20140122,94996300,5
20140123,100809800,4
20140124,107338700,6
20140127,138719700,11
20140128,266380800,3
20140129,125702500,3
20140130,169625400,8
20140131,116199300,1
20140203,100366000,4
20140204,94170300,7
20140205,82086200,4
20140206,64441300,4
20140207,92570100,4
20140210,86389800,11
20140211,70564200,1
20140212,77025200,5
20140213,76849500,7
20140214,68231100,3
20140218,65062900,4
20140219,78442000,5
20140220,76464500,3
20140221,69696200,7
20140224,72227400,6
20140225,57988000,3
20140226,69054300,9
20140227,75470500,7
20140228,92992200,3
20140303,59695300,6
20140304,64785000,4
20140305,50015700,-2
20140306,46372200,0
20140307,55182400,-1
20140310,44646000,2
20140311,69806100,-1
20140312,49831600,1
20140313,64435700,1
20140314,59299800,2
20140317,49886200,1
20140318,52411800,5
20140319,56189000,5
20140320,52099600,0
20140321,93511600,-1
20140324,88925200,6
20140325,70573300,5
20140326,74942000,9
20140327,55507900,5
20140328,50141000,0
20140331,42167300,2
20140401,50190000,5
20140402,45105200,3
20140403,40586000,3
20140404,68812800,6
20140407,72462600,2
20140408,60972100,3
20140409,51542400,4
20140410,59913000,4
20140411,67929400,1
20140414,51418500,4
20140415,66622500,2
20140416,53691400,0
20140417,71083600,2
20140421,45637200,6
20140422,50640800,5
20140423,98735000,8
20140424,189977900,15
20140425,97568800,12
20140428,167371400,-1
20140429,84344400,8
20140430,114160200,4
20140501,61012000,6
20140502,47878600,0
20140505,71766800,4
20140506,93641100,7
20140507,70716100,2
20140508,57574300,3
20140509,72899400,5
20140512,53302200,9
20140513,39934300,-1
20140514,41601000,2
20140515,57711500,7
20140516,69064100,8
20140519,79438800,3
20140520,58709000,2
20140521,49214900,4
20140522,50190000,5
20140523,58052400,3
20140527,87216500,4
20140528,78870400,3
20140529,94118500,3
20140530,141005200,8
20140602,92337700,8
20140603,73177300,4
20140604,83870500,5
20140605,75951400,3
20140606,87484600,2
20140609,75415000,4
20140610,62777000,4
20140611,45681000,10
20140612,54749000,4
20140613,54525000,2
20140616,35561000,1
20140617,29726000,5
20140618,33514000,3
20140619,35528000,5
20140620,100898000,-1
20140623,43694000,2
20140624,39036000,0
20140625,36869000,7
20140626,32629000,0
20140627,64029000,2
20140630,49589000,2
20140701,38223000,4
20140702,28465000,3
20140703,22891800,6
20140707,56468000,1
20140708,65222000,2
20140709,36436000,3
20140710,39686000,3
20140711,34018000,7
20140714,42810000,2
20140715,45477900,3
20140716,53502000,7
20140717,57298000,8
20140718,49988000,-3
20140721,39079000,5
20140722,55197000,8
20140723,92918000,11
20140724,45729000,-1
20140725,43469000,3
20140728,55318000,9
20140729,43143000,6
20140730,33010000,3
20140731,56843000,5
20140801,48511000,2
20140804,39958000,-1
20140805,55933000,0
20140806,38558000,1
20140807,46711000,0
20140808,41865000,1
20140811,36585000,0
20140812,33795000,6
20140813,31916000,2
20140814,28116000,3
20140815,48951000,-1
20140818,47572000,3
20140819,69399000,4
20140820,52699000,2
20140821,33478000,4
20140822,44184000,4
20140825,40270000,2
20140826,33152000,6
20140827,52369000,3
20140828,68460000,8
20140829,44595000,6
20140902,53564000,6
20140903,125421000,7
20140904,85718000,5
20140905,58457000,8
20140908,46356700,1
20140909,189846300,15
20140910,100869600,17
20140911,62353100,9
20140912,64096900,3
20140915,61316500,4
20140916,66908100,7
20140917,60926500,5
20140918,37299400,10
20140919,70902400,4
20140922,52788400,-2
20140923,63402200,3
20140924,60171800,2
20140925,100092000,3
20140926,62370500,2
20140929,49766300,5
20140930,55264100,8
20141001,51491300,8
20141002,47757800,2
20141003,43469600,0
20141006,37051200,4
20141007,42094200,5
20141008,57404700,9
20141009,77376500,7
20141010,66331600,5
20141013,53583400,7
20141014,63688600,9
20141015,100933600,5
20141016,72154500,6
20141017,68179700,4
20141020,77517300,1
20141021,94623900,14
20141022,68263100,6
20141023,71074700,10
20141024,47053900,8
20141027,34187700,4
20141028,47939900,13
20141029,52687900,9
20141030,40654800,12
20141031,44639300,6
20141103,52282600,6
20141104,41574400,3
20141105,37435900,5
20141106,34968500,2
20141107,33691500,0
20141110,27195500,1
20141111,27442300,3
20141112,46942400,1
20141113,59522900,9
20141114,44063600,6
20141117,46746700,8
20141118,44224000,0
20141119,41869200,4
20141120,43395500,3
20141121,57179300,2
20141124,47450800,0
20141125,68840400,5
20141126,40768300,0
20141128,24814400,-1
20141201,83814000,4
20141202,59075100,1
20141203,43063400,2
20141204,42044500,3
20141205,38318900,5
20141208,57664900,5
20141209,60208000,5
20141210,44565300,3
20141211,41401700,7
20141212,56028100,3
20141215,67218100,2
20141216,60790700,5
20141217,53411800,7
20141218,59006200,4
20141219,88429800,0
20141222,45167500,-2
20141223,26028400,6
20141224,14479600,3
20141226,33721000,0
20141229,27598900,2
20141230,29881500,5
20141231,41403400,3
